2014,10,19,27,12,39,42,cloudy,Sun
2014,10,20,19,8,22,34,sunny,Mon
2014,10,21,27,6,22,35,sunny,Tue
2014,10,22,31,15,35,30,sunny,Wed
2014,10,23,19,14,13,72,cloudy,Thu
2014,10,24,31,13,13,24,sunny,Fri
2014,10,25,20,12,13,59,sunny,Sat
2014,10,26,25,17,15,42,sunny,Sun
2014,10,27,22,8,38,44,sunny,Mon
2014,10,28,20,13,33,48,cloudy,Tue
2014,10,29,23,8,15,60,rainy,Wed
2014,10,30,25,11,15,43,sunny,Thu
2014,10,31,32,8,34,35,sunny,Fri
2014,11,1,20,8,45,64,rainy,Sat
2014,11,2,17,7,26,50,cloudy,Sun
2014,11,3,24,7,12,31,thunder,Mon
2014,11,4,29,11,34,14,sunny,Tue
2014,11,5,17,11,29,46,sunny,Wed
2014,11,6,23,7,14,32,cloudy,Thu
2014,11,7,32,9,23,17,cloudy,Fri
2014,11,8,35,13,34,24,sunny,Sat
2014,11,9,19,11,26,46,sunny,Sun
2014,11,10,20,8,30,51,cloudy,Mon
2014,11,11,17,9,24,44,sunny,Tue
2014,11,12,26,6,17,27,sunny,Wed
2014,11,13,33,28,13,17,sunny,Thu
2014,11,14,27,13,28,65,sunny,Fri
2014,11,15,17,11,14,50,sunny,Sat
2014,11,16,20,10,29,46,cloudy,Sun
2014,11,17,21,11,27,40,cloudy,Mon
2014,11,18,20,8,16,45,cloudy,Tue
2014,11,19,28,10,19,22,sunny,Wed
2014,11,20,31,20,27,40,cloudy,Thu
2014,11,21,23,20,18,39,sunny,Fri
2014,11,22,30,10,33,27,sunny,Sat
2014,11,23,25,15,22,51,cloudy,Sun
2014,11,24,20,10,17,87,rainy,Mon
2014,11,25,21,9,25,33,sunny,Tue
2014,11,26,18,9,19,68,cloudy,Wed
2014,11,27,18,11,25,51,cloudy,Thu
2014,11,28,21,10,18,53,cloudy,Fri
2014,11,29,26,21,19,48,sunny,Sat
2014,11,30,35,14,27,50,sunny,Sun
2014,12,1,28,17,23,55,cloudy,Mon
2014,12,2,26,22,21,47,cloudy,Tue
2014,12,3,22,18,12,78,rainy,Wed
2014,12,4,26,24,19,56,cloudy,Thu
2014,12,5,19,16,23,79,cloudy,Fri
2014,12,6,22,15,27,69,cloudy,Sat
2014,12,7,17,13,22,85,rainy,Sun
2014,12,8,19,21,21,65,cloudy,Mon
2014,12,9,21,12,18,50,cloudy,Tue
2014,12,10,20,11,15,67,sunny,Wed
2014,12,11,20,15,34,68,cloudy,Thu
2014,12,12,25,14,22,40,sunny,Fri
2014,12,13,30,12,20,24,sunny,Sat
2014,12,14,25,15,25,52,sunny,Sun
2014,12,15,24,14,20,57,cloudy,Mon
2014,12,16,32,12,43,15,sunny,Tue
2014,12,17,17,9,18,30,cloudy,Wed
2014,12,18,24,9,30,55,sunny,Thu
2014,12,19,19,9,21,44,cloudy,Fri
2014,12,20,23,9,19,42,cloudy,Sat
2014,12,21,33,11,16,22,sunny,Sun
2015,1,2,40,13,30,9,sunny,Fri
2015,1,3,39,16,30,15,cloudy,Sat
2015,1,4,23,14,23,49,cloudy,Sun
2015,1,5,23,11,19,49,cloudy,Mon
2015,1,6,29,15,18,40,cloudy,Tue
2015,1,7,39,17,26,21,cloudy,Wed
2015,1,8,29,21,18,59,rainy,Thu
2015,1,9,21,13,17,88,rainy,Fri
2015,1,10,19,13,14,71,rainy,Sat
2015,1,11,27,17,24,52,sunny,Sun
2015,1,12,31,15,21,39,cloudy,Mon
2015,1,13,25,20,33,73,cloudy,Tue
2015,1,14,22,15,37,63,cloudy,Wed
2015,1,15,20,14,21,61,cloudy,Thu
2015,1,16,27,10,29,29,sunny,Fri
2015,1,17,25,14,29,30,sunny,Sat
2015,1,18,19,12,26,49,cloudy,Sun
2015,1,19,22,13,22,49,sunny,Mon
2015,1,20,30,10,32,34,cloudy,Tue
2015,1,21,33,18,19,25,sunny,Wed
2015,1,22,36,17,24,24,sunny,Thu
2015,1,30,21,12,30,40,sunny,Fri
2015,1,31,22,19,29,40,cloudy,Sat
2015,2,1,19,12,28,20,cloudy,Sun
2015,2,2,22,14,26,50,cloudy,Mon
2015,2,3,21,15,21,49,cloudy,Tue
2015,2,4,19,14,28,56,cloudy,Wed
2015,2,5,26,11,19,43,cloudy,Thu
2015,2,6,36,13,22,20,sunny,Fri
2015,2,7,36,23,28,20,sunny,Sat
2015,2,8,26,16,23,64,snow,Sun
2015,2,9,26,13,19,45,sunny,Mon
2015,2,10,30,15,23,41,sunny,Tue
2015,2,11,35,16,22,46,sunny,Wed
2015,2,14,26,18,17,60,cloudy,Sat
2015,2,15,34,15,8,29,cloudy,Sun
2015,2,16,27,16,23,48,cloudy,Mon
2015,2,17,20,16,18,68,cloudy,Tue
2015,2,18,21,16,18,68,cloudy,Wed
2015,2,19,30,17,16,49,cloudy,Thu
2015,2,20,26,15,22,60,sunny,Fri
2015,2,21,37,17,24,73,sunny,Sat
2015,2,22,37,22,27,29,sunny,Sun
2015,2,23,24,15,23,83,rainy,Mon
2015,2,24,19,15,30,47,cloudy,Tue
2015,2,25,27,14,15,48,cloudy,Wed
2015,2,26,24,16,21,56,sunny,Thu
2015,2,27,25,21,13,45,sunny,Fri
2015,2,28,32,17,34,25,sunny,Sat
2015,3,1,20,13,30,80,cloudy,Sun
2015,3,2,24,9,14,39,sunny,Mon
2015,3,3,23,13,18,52,cloudy,Tue
2015,3,4,25,13,16,40,cloudy,Wed
2015,3,5,1,10,24,39,cloudy,Thu
2015,3,6,20,12,27,66,cloudy,Fri
2015,3,7,24,13,19,48,cloudy,Sat
2015,3,8,26,15,14,50,cloudy,Sun
2015,3,9,24,13,17,50,cloudy,Mon
2015,8,3,10,5,26,57,cloudy,Mon
2015,8,4,10,21,26,54,sunny,Tue
2015,8,5,11,4,28,64,rainy,Wed
2015,8,6,16,6,25,77,rainy,Thu
2015,8,7,12,6,12,73,cloudy,Fri
2015,8,8,12,7,7,81,cloudy,Sat
2015,8,31,13,7,16,57,cloudy,Mon
2015,9,1,16,2,11,48,sunny,Tue
2015,9,2,18,9,22,48,rainy,Wed
2015,9,3,13,9,30,73,cloudy,Thu
2015,9,4,13,4,17,56,cloudy,Fri
2015,9,5,14,4,12,63,sunny,Sat
2015,9,6,15,4,34,59,sunny,Sun
2015,9,7,12,8,29,64,rainy,Mon
2015,9,8,13,8,18,57,rainy,Tue
2015,9,9,14,9,19,54,rainy,Wed
2015,9,10,16,6,12,61,cloudy,Thu
2015,9,11,19,4,34,44,cloudy,Fri
2015,9,12,21,11,32,49,sunny,Sat
2015,9,13,24,14,32,35,sunny,Sun
2015,9,14,25,14,40,38,sunny,Mon
2015,9,15,16,13,29,49,snow,Tue
2015,9,16,15,6,14,64,snow,Wed
2015,9,17,14,7,19,66,cloudy,Thu
2015,9,18,14,6,17,69,cloudy,Fri
2015,9,19,21,5,22,43,sunny,Sat
2015,9,20,22,7,23,41,sunny,Sun
2015,9,21,17,7,28,64,cloudy,Mon
2015,9,22,12,6,34,59,cloudy,Tue
2015,9,23,12,5,29,46,cloudy,Wed
2015,9,24,15,4,24,56,cloudy,Thu
2015,9,25,18,2,24,52,cloudy,Fri
2015,9,26,19,5,15,48,cloudy,Sat
2015,9,27,21,4,18,34,cloudy,Sun
2015,9,28,22,5,14,42,sunny,Mon
2015,9,29,17,6,21,45,cloudy,Tue
2015,9,30,16,6,21,50,cloudy,Wed
2015,10,1,23,4,17,34,sunny,Thu
2015,10,2,28,8,28,24,sunny,Fri
2015,10,3,30,18,29,14,sunny,Sat
2015,10,4,28,14,15,28,sunny,Sun
2015,10,5,34,11,36,16,sunny,Mon
2015,10,6,35,13,44,19,sunny,Tue
2015,10,7,15,9,32,44,cloudy,Wed
2015,10,8,22,8,15,34,sunny,Thu
2015,10,9,29,26,13,32,cloudy,Fri
2015,10,10,30,18,20,35,sunny,Sat
2015,10,11,26,12,22,62,sunny,Sun
2015,10,12,15,10,20,70,rainy,Mon
2015,10,13,19,5,13,50,cloudy,Tue
2015,10,14,28,7,28,34,sunny,Wed
2015,10,31,25,20,38,57,cloudy,Sat
2015,11,1,26,15,22,64,cloudy,Sun
2015,11,2,14,12,24,78,rainy,Mon
2015,11,3,18,9,16,46,cloudy,Tue
2015,11,4,27,22,17,47,sunny,Wed
2015,11,5,24,15,18,72,rainy,Thu
2015,11,6,20,13,27,79,thunder,Fri
2015,11,7,17,10,29,53,sunny,Sat
2015,11,8,25,7,9,70,sunny,Sun
2015,11,9,34,13,24,16,sunny,Mon
2015,11,10,15,12,23,83,rainy,Tue
2015,11,11,18,11,12,68,thunder,Wed
2015,11,12,23,18,21,56,sunny,Thu
2016,1,6,25,16,33,56,cloudy,Wed
2016,1,7,22,15,30,53,cloudy,Thu
2016,1,8,23,14,19,5,cloudy,Fri
2016,1,9,24,16,16,55,cloudy,Sat
2016,1,10,31,16,18,27,sunny,Sun
2016,1,11,37,17,25,24,cloudy,Mon
2016,1,12,28,15,16,48,cloudy,Tue
2016,1,13,43,16,35,13,sunny,Wed
2016,1,14,25,12,25,65,rainy,Thu
2016,1,15,19,12,30,49,cloudy,Fri
2016,1,16,24,9,19,38,cloudy,Sat
2016,1,17,32,13,20,19,sunny,Sun
2016,1,18,36,19,22,13,sunny,Mon
2016,1,19,33,13,18,30,sunny,Tue
2016,1,20,30,18,22,56,rainiy,Wed
2016,3,5,20,14,21,46,sunny,Sat
2016,3,6,20,11,16,59,cloudy,Sun
2016,3,7,24,18,20,73,cloudy,Mon
2016,3,8,40,19,3,14,sunny,Tue
2016,3,9,30,19,20,59,sunny,Wed
2016,3,10,20,19,10,91,rainy,Thu
2016,3,11,27,19,13,61,rainy,Fri
2016,3,12,22,18,16,80,cloudy,Sat
2016,3,13,24,17,13,72,cloudy,Sun
2016,3,14,20,16,27,63,cloudy,Mon
2016,3,15,27,13,21,45,cloudy,Tue
2016,3,16,31,25,19,33,sunny,Wed
2016,3,17,32,19,34,30,sunny,Thu
2016,3,18,26,12,46,57,rainy,Fri
2016,3,19,18,11,27,49,cloudy,Sat
2016,3,20,21,11,12,39,cloudy,Sun
2016,3,21,22,9,24,50,cloudy,Mon
2016,3,22,25,10,13,37,cloudy,Tue
2016,3,23,29,13,22,20,sunny,Wed
2016,3,24,21,15,14,70,rainy,Thu
2016,3,25,20,14,21,46,sunny,Fri
2016,3,26,20,11,16,59,cloudy,Sat
2016,3,27,19,11,25,44,cloudy,Sun
2016,3,28,19,8,25,59,cloudy,Mon
2016,3,29,17,14,27,50,cloudy,Tue
2016,3,30,18,9,24,46,cloudy,Wed
2016,3,31,23,7,12,48,sunny,Thu
2016,4,1,26,13,35,28,sunny,Fri
2016,4,2,21,10,24,49,cloudy,Sat
2016,4,3,19,9,24,49,cloudy,Sun
2016,4,4,23,8,11,42,cloudy,Mon
2016,4,5,29,11,26,15,sunny,Tue
2016,4,6,17,9,15,83,rainy,Wed
2016,4,7,18,7,12,54,cloudy,Thu
2016,4,8,19,10,13,45,cloudy,Fri
2016,4,9,22,9,17,40,sunny,Sat
2016,4,10,23,12,26,41,sunny,Sun
2016,4,11,20,14,20,63,cloudy,Mon
2016,4,12,18,13,19,59,cloudy,Tue
2016,4,13,19,12,17,57,cloudy,Wed
2016,4,14,27,10,25,28,sunny,Thu
2016,4,15,28,13,19,20,sunny,Fri
2016,4,16,19,12,25,73,rainy,Sat
2016,4,17,18,10,18,51,cloudy,Sun
2016,4,18,25,8,24,36,sunny,Mon
2016,4,19,27,13,25,30,sunny,Tue
2016,4,20,28,23,30,25,sunny,Wed
2016,4,21,23,15,18,65,cloudy,Thu
2016,4,22,16,12,25,56,rainy,Fri
2016,4,23,18,11,21,70,cloudy,Sat
2016,4,24,21,8,12,55,cloudy,Sun
2016,4,25,25,9,22,39,sunny,Mon
2016,4,26,25,9,26,29,sunny,Tue
2016,4,27,24,22,31,40,sunny,Wed
2016,4,28,24,16,10,56,sunny,Thu
2016,4,29,19,16,21,85,rainy,Fri
2016,4,30,23,19,32,64,cloudy,Sat
2016,5,1,19,8,31,57,rainiy,Sun
2016,5,2,17,8,34,44,cloudy,Mon
2016,5,3,19,11,39,63,cloudy,Tue
2016,5,4,17,7,22,45,sunny,Wed
2016,5,5,20,17,36,49,cloudy,Thu
2016,5,6,25,12,26,40,cloudy,Fri
2016,5,7,25,20,30,39,sunny,Sat
2016,5,8,18,15,21,89,rainy,Sun
2016,5,9,17,13,27,73,cloudy,Mon
2016,5,10,16,12,35,52,cloudy,Tue
2016,5,11,16,11,25,58,cloudy,Wed
2016,5,12,21,15,25,57,cloudy,Thu
2016,5,13,21,14,19,49,cloudy,Fri
2016,5,14,21,13,30,55,sunny,Sat
2016,5,15,21,9,28,54,cloudy,Sun
2016,5,16,18,7,37,60,sunny,Mon
2016,5,17,17,12,22,48loudy,Tue,
2016,5,18,19,12,24,45,cloudy,Wed
2016,5,19,17,13,28,66,rainy,Thu
2016,5,20,17,9,20,78,rainy,
2016,5,21,18,6,28,60,cloudy,Sat
2016,5,22,21,10,41,54,sunny,Sun
2016,5,23,18,9,32,45,sunny,Mon
2016,5,24,16,7,15,57,cloudy,Tue
2016,5,25,14,7,36,72,rainy,Wed
2016,5,26,11,8,19,92,rainy,Thu
2016,5,27,14,12,11,59,sunny,Fri
2016,5,28,13,3,19,74,rainy,Sat
2016,5,29,12,4,13,61,cloudy,Sun
2016,5,30,14,4,11,51,cloudy,Mon
2016,5,31,16,1,15,47,cloudy,Tue
2016,6,1,16,4,8,56,cloudy,Wed
2016,6,2,13,3,11,81,rainy,Thu
2016,6,3,14,6,8,71,cloudy,Fri
2016,6,4,13,10,8,98,rainy,Sat
2016,6,5,14,11,4,94,rainy,Sun
2016,6,6,13,7,28,78,cloudy,Mon
2016,6,7,14,9,23,84,rainy,Tue
2016,6,8,13,8,35,83,rainy,Wed
2016,6,9,17,10,26,64,cloudy,Thu
2016,6,10,15,8,24,62,cloudy,Fri
2016,6,11,13,6,25,57,cloudy,Sat
2016,6,12,13,5,9,53,cloudy,Sun
2016,6,13,12,4,34,57,cloudy,Mon
2017,4,14,17,11,18,70,cloudy,Fri
2017,4,15,16,8,10,52,cloudy,Sat
2017,4,16,22,8,11,47,sunny,Sun
2017,4,17,18,11,14,69,cloudy,Mon
2017,4,18,21,10,11,57,cloudy,Tue
2017,4,19,26,10,26,41,sunny,Wed
2017,4,20,26,18,26,79,sunny,Thu
2017,4,21,19,16,35,89,rainy,Fri
2017,4,22,22,15,26,70,cloudy,Sat
2017,4,23,21,13,11,66,cloudy,Sun
2017,4,24,23,20,21,61,cloudy,Mon
2017,4,25,18,12,18,71,cloudy,Tue
2017,4,26,13,7,34,63,rainy,Wed
2017,4,27,13,7,18,68,rainy,Thu
2017,4,28,18,11,19,69,cloudy,Fri
2017,4,29,19,13,20,73,cloudy,Sat
2017,4,30,16,12,14,58,cloudy,Sun
2017,5,1,18,10,22,54,cloudy,Mon
2017,5,2,14,7,23,69,rainy,Tue
2017,5,3,14,7,14,55,cloudy,Wed
2017,5,4,16,4,9,51,cloudy,Thu
2017,5,5,19,15,24,52,sunny,Fri
